LOCATION,TIME,Value
CHN,2016,13532.91518
CHN,2017,14306.39612
COL,1985,2946.479628
COL,1986,3114.74057
COL,1987,3301.632913
COL,1988,3499.371851
COL,1989,3689.148781
COL,1990,5011.602774
COL,1991,5218.480747
COL,1992,5459.953416
COL,1993,5797.41332
COL,1994,6143.513423
COL,1995,6497.359001
COL,1996,6616.190845
COL,1997,6843.236726
COL,1998,6864.57447
COL,1999,6511.413672
COL,2000,6732.309043
COL,2001,6906.636412
COL,2002,7101.228084
COL,2003,7423.561347
COL,2004,7931.955588
COL,2005,8460.642032
COL,2006,9191.872658
COL,2007,9955.98217
COL,2008,10360.0022
COL,2009,10434.84865
COL,2010,10903.02602
COL,2011,11766.67163
COL,2012,12156.27639
COL,2013,12843.0536
COL,2014,13411.46606
COL,2015,13375.91402
COL,2016,14102.51162
COL,2017,14529.07438
COL,2018,15450.97673
COL,2019,16480.10939
EST,1993,5725.086519
EST,1994,5884.861897
EST,1995,6405.567804
EST,1996,6820.075318
EST,1997,7929.592086
EST,1998,8396.022333
EST,1999,8486.98644
EST,2000,9408.746713
EST,2001,10292.33252
EST,2002,11635.36844
EST,2003,13081.09363
EST,2004,14482.62847
EST,2005,16574.46082
EST,2006,19251.86149
EST,2007,22128.1253
EST,2008,22807.72847
EST,2009,20590.60484
EST,2010,21781.66143
EST,2011,24735.34666
EST,2012,26141.08353
EST,2013,27596.45861
EST,2014,29107.89112
EST,2015,29436.42026
EST,2016,31574.44685
EST,2017,34010.35371
EST,2018,37554.96272
EST,2019,40040.29449
IND,2004,2738.755667
IND,2005,2998.992121
IND,2006,3267.10439
IND,2007,3591.547682
IND,2008,3732.94869
IND,2009,3987.849459
IND,2010,4295.763887
IND,2011,4605.230111
IND,2012,4982.312076
IND,2013,5177.871752
IND,2014,5352.029977
IND,2015,5577.337632
IND,2016,5901.21084
IDN,1993,4772.398486
IDN,1994,5169.582916
IDN,1995,5633.110153
IDN,1996,6099.485612
IDN,1997,6406.73873
IDN,1998,5550.818261
IDN,1999,5597.288298
IDN,2000,5352.28964
IDN,2001,5584.096234
IDN,2002,5838.901329
IDN,2003,6138.338789
IDN,2004,6521.591489
IDN,2005,7001.130255
IDN,2006,7495.84456
IDN,2007,8063.035321
IDN,2008,8583.717617
IDN,2009,8735.401828
IDN,2010,8623.978571
IDN,2011,9213.212405
IDN,2012,9833.689555
IDN,2013,10188.33185
IDN,2014,10398.95973
IDN,2015,10364.39728
IDN,2016,10610.14144
IDN,2017,11050.88237
ISR,1995,19966.21986
ISR,1996,20830.39837
ISR,1997,21463.09778
ISR,1998,22067.09922
ISR,1999,22591.67127
ISR,2000,24939.69394
ISR,2001,24906.77585
ISR,2002,25204.72917
ISR,2003,23800.64879
ISR,2004,25152.86853
ISR,2005,24743.42544
ISR,2006,25580.82549
ISR,2007,27352.81496
ISR,2008,27304.8148
ISR,2009,27504.02242
ISR,2010,28836.15537
ISR,2011,30497.56863
ISR,2012,31706.1862
ISR,2013,34167.03832
ISR,2014,34282.23604
ISR,2015,35487.89444
ISR,2016,37806.42712
ISR,2017,38974.20549
ISR,2018,41463.14428
ISR,2019,42912.02901
RUS,1995,6022.881532
RUS,1996,5920.496933
RUS,1997,6115.87234
RUS,1998,5863.841604
RUS,1999,6345.894176
RUS,2000,7323.44018
RUS,2001,7898.522928
RUS,2002,8623.997299
RUS,2003,9940.232555
RUS,2004,10984.49661
RUS,2005,12698.29923
RUS,2006,16017.12423
RUS,2007,17881.75859
RUS,2008,21657.58906
RUS,2009,20826.59797
RUS,2010,22008.29928
RUS,2011,22798.67392
RUS,2012,24303.49105
RUS,2013,26073.87355
RUS,2014,25761.66151
RUS,2015,24085.31285
RUS,2016,24128.08181
RUS,2017,26005.96756
RUS,2018,29328.01363
RUS,2019,30205.42895
SVN,1995,13602.804
SVN,1996,14264.3218
SVN,1997,15274.61666
SVN,1998,16049.53991
SVN,1999,17077.48506
SVN,2000,18004.79667
SVN,2001,18957.42446
SVN,2002,20236.43207
SVN,2003,21084.85741
SVN,2004,22739.13545
SVN,2005,23848.60242
SVN,2006,25673.49132
SVN,2007,27526.53765
SVN,2008,29594.66584
SVN,2009,27531.13456
SVN,2010,27844.90244
SVN,2011,28931.42364
SVN,2012,29048.326
SVN,2013,29979.61884
SVN,2014,30872.72888
SVN,2015,31631.83838
SVN,2016,33942.76789
SVN,2017,36632.30488
SVN,2018,40181.32806
SVN,2019,42409.4798
ZAF,1985,5770.555137
ZAF,1986,5753.699261
ZAF,1987,5884.63713
ZAF,1988,6207.398562
ZAF,1989,6460.748356
ZAF,1990,6537.133534
ZAF,1991,6545.666776
ZAF,1992,6411.898523
ZAF,1993,6504.259602
ZAF,1994,6712.740265
ZAF,1995,6921.633389
ZAF,1996,7205.886453
ZAF,1997,7375.302769
ZAF,1998,7356.509138
ZAF,1999,7507.305111
ZAF,2000,7865.304698
ZAF,2001,8123.724947
ZAF,2002,8352.399734
ZAF,2003,8656.655166
ZAF,2004,9183.875946
ZAF,2005,9847.957943
ZAF,2006,10580.51239
ZAF,2007,11300.4971
ZAF,2008,11732.02977
ZAF,2009,11483.44306
ZAF,2010,11806.05591
ZAF,2011,12227.24169
ZAF,2012,12174.4582
ZAF,2013,12587.6174
ZAF,2014,12667.86814
ZAF,2015,12698.12439
ZAF,2016,12724.64328
ZAF,2017,12810.96554
DEW,1970,4562.672226
DEW,1971,4892.259126
DEW,1972,5291.97128
DEW,1973,5817.915555
DEW,1974,6389.028716
DEW,1975,6945.497442
DEW,1976,7726.674065
DEW,1977,8498.827583
DEW,1978,9380.302036
DEW,1979,10570.38782
DEW,1980,11646.91142
DEW,1981,12777.36095
DEW,1982,13526.33154
DEW,1983,14331.25622
DEW,1984,15320.73746
DEW,1985,16218.80661
DEW,1986,16912.75262
DEW,1987,17584.46441
DEW,1988,18760.25042
DEW,1989,20049.14509
DEW,1990,21471.47805
DEW,1991,23020.52001
EU28,1995,18083.24208
EU28,1996,18767.10094
EU28,1997,19581.12925
EU28,1998,20460.84821
EU28,1999,21243.92223
EU28,2000,22657.6647
EU28,2001,23771.8226
EU28,2002,24824.10173
EU28,2003,25407.2269
EU28,2004,26637.52506
EU28,2005,27571.44655
EU28,2006,29829.01938
EU28,2007,31608.42696
EU28,2008,33058.66245
EU28,2009,32269.33634
EU28,2010,33364.1577
EU28,2011,34740.43732
EU28,2012,35282.91342
EU28,2013,36530.05927
EU28,2014,37595.62637
EU28,2015,38758.92573
EU28,2016,41013.1295
EU28,2017,43175.228
EU28,2018,46339.1903
EU28,2019,48060.1101
OECD,1970,3498.642916
OECD,1971,3767.928766
OECD,1972,4099.760925
OECD,1973,4538.823665
OECD,1974,4949.307737
OECD,1975,5375.613903
OECD,1976,5893.4113
OECD,1977,6428.279128
OECD,1978,7121.963967
OECD,1979,7937.666255
OECD,1980,8679.456933
OECD,1981,9631.163071
OECD,1982,10152.18298
OECD,1983,10776.55237
OECD,1984,11607.36211
OECD,1985,12326.55732
OECD,1986,12850.91062
OECD,1987,13555.39344
OECD,1988,14558.60115
OECD,1989,15569.20935
OECD,1990,16498.25379
OECD,1991,17152.88397
OECD,1992,17786.34323
OECD,1993,18316.95791
OECD,1994,19130.26305
OECD,1995,19882.47932
OECD,1996,20759.77103
OECD,1997,21732.72521
OECD,1998,22329.38451
OECD,1999,23211.17031
OECD,2000,24643.10928
OECD,2001,25417.76443
OECD,2002,26217.74896
OECD,2003,26990.14502
OECD,2004,28430.01933
OECD,2005,29790.68087
OECD,2006,31770.83756
OECD,2007,33307.02601
OECD,2008,34161.3174
OECD,2009,33250.60874
OECD,2010,34537.9801
OECD,2011,35897.10133
OECD,2012,36857.48175
OECD,2013,38197.42191
OECD,2014,39340.07554
OECD,2015,40491.98684
OECD,2016,41902.81449
OECD,2017,43604.6232
OECD,2018,46053.37747
OECD,2019,47341.90899
OECDE,1995,18205.89179
OECDE,1996,18932.88395
OECDE,1997,19822.87015
OECDE,1998,20301.77153
OECDE,1999,21002.61692
OECDE,2000,22435.5485
OECDE,2001,23376.62344
OECDE,2002,24279.76233
OECDE,2003,24802.5839
OECDE,2004,26045.33293
OECDE,2005,27023.28957
OECDE,2006,29286.34324
OECDE,2007,30994.82515
OECDE,2008,32379.24865
OECDE,2009,31510.51714
OECDE,2010,32740.34786
OECDE,2011,34275.02623
OECDE,2012,34895.12404
OECDE,2013,36239.74476
OECDE,2014,37383.08162
OECDE,2015,38568.3621
OECDE,2016,40561.62267
OECDE,2017,42615.99331
OECDE,2018,45515.71967
OECDE,2019,46773.05873
LVA,1995,5501.044385
LVA,1996,5788.702939
LVA,1997,6478.937214
LVA,1998,7060.89374
LVA,1999,7397.56063
LVA,2000,8033.096672
LVA,2001,9034.533398
LVA,2002,10067.8017
LVA,2003,11027.77789
LVA,2004,12240.33596
LVA,2005,13877.97781
LVA,2006,15797.28594
LVA,2007,18179.66623
LVA,2008,19516.02011
LVA,2009,16973.3696
LVA,2010,17658.75357
LVA,2011,19887.74914
LVA,2012,21414.57035
LVA,2013,22811.03083
LVA,2014,23798.23355
LVA,2015,24964.04813
LVA,2016,26712.83524
LVA,2017,28757.54011
LVA,2018,31786.67088
LVA,2019,33013.9335
BRA,2000,9114.213859
BRA,2001,9312.659939
BRA,2002,9623.717789
BRA,2003,9793.070465
BRA,2004,10510.54405
BRA,2005,11056.43775
BRA,2006,11711.26379
BRA,2007,12622.43575
BRA,2008,13383.86008
BRA,2009,13331.38649
BRA,2010,14359.93355
BRA,2011,15109.7374
BRA,2012,15120.06365
BRA,2013,15669.14014
BRA,2014,15800.08889
BRA,2015,14816.2906
BRA,2016,14321.2508
BRA,2017,14592.10198
LTU,1995,5916.118581
LTU,1996,6369.880929
LTU,1997,7066.972228
LTU,1998,7762.291081
LTU,1999,7820.79589
LTU,2000,8449.658261
LTU,2001,9440.144031
LTU,2002,10480.71939
LTU,2003,12055.23665
LTU,2004,13019.57767
LTU,2005,14510.65368
LTU,2006,16461.78856
LTU,2007,19071.44724
LTU,2008,20721.03386
LTU,2009,18130.0478
LTU,2010,20112.10313
LTU,2011,22884.80436
LTU,2012,24703.69794
LTU,2013,26721.60193
LTU,2014,28184.49909
LTU,2015,28834.45757
LTU,2016,30925.15181
LTU,2017,33869.71525
LTU,2018,37493.45215
LTU,2019,39911.87153
SAU,1970,9292.054214
SAU,1971,11202.23043
SAU,1972,13770.94704
SAU,1973,17376.49765
SAU,1974,22966.37012
SAU,1975,25092.50259
SAU,1976,28352.4162
SAU,1977,30606.4577
SAU,1978,30764.75253
SAU,1979,34598.60906
SAU,1980,37868.99711
SAU,1981,40775.91515
SAU,1982,36116.19436
SAU,1983,32351.15392
SAU,1984,30606.91579
SAU,1985,28596.6524
SAU,1986,29154.61357
SAU,1987,27388.53528
SAU,1988,29411.78697
SAU,1989,29417.86084
SAU,1990,31904.87132
SAU,1991,36717.30372
SAU,1992,37903.27627
SAU,1993,37241.59095
SAU,1994,37306.57202
SAU,1995,37304.28661
SAU,1996,38182.73407
SAU,1997,38516.91867
SAU,1998,39317.7242
SAU,1999,37605.24432
SAU,2000,39689.64943
SAU,2001,39054.82033
SAU,2002,37493.38235
SAU,2003,41258.54004
SAU,2004,44417.05744
SAU,2005,46984.60444
SAU,2006,48394.51729
SAU,2007,49261.05033
SAU,2008,51942.26361
SAU,2009,49874.78107
SAU,2010,51521.91819
SAU,2011,56191.9355
SAU,2012,57500.17953
SAU,2013,56109.11251
SAU,2014,55979.37206
SAU,2015,48858.41933
SAU,2016,45720.84934
EA19,1995,20437.11954
EA19,1996,21069.44639
EA19,1997,21958.01907
EA19,1998,23017.21328
EA19,1999,23908.09338
EA19,2000,25400.93866
EA19,2001,26597.61815
EA19,2002,27626.57991
EA19,2003,28048.9306
EA19,2004,29159.22758
EA19,2005,30179.70947
EA19,2006,32606.33966
EA19,2007,34493.9539
EA19,2008,35828.01288
EA19,2009,34930.64572
EA19,2010,35923.2781
EA19,2011,37379.58565
EA19,2012,37735.29213
EA19,2013,38969.47374
EA19,2014,39985.27314
EA19,2015,41070.90594
EA19,2016,43562.86578
EA19,2017,45767.15475
EA19,2018,49046.27024
EA19,2019,50676.44831
ARG,2004,12299.7288
ARG,2005,13674.5727
ARG,2006,15074.06986
ARG,2007,16708.23283
ARG,2008,17550.39145
ARG,2009,16476.69848
ARG,2010,18061.93436
ARG,2011,19322.22713
ARG,2012,19641.35286
ARG,2013,20131.68042
ARG,2014,19683.7715
ARG,2015,20105.19899
ARG,2016,20307.87005
ARG,2017,23562.91884
ARG,2018,23414.92423
ARG,2019,23258.4745
CRI,1991,5560.998503
CRI,1992,6075.02157
CRI,1993,6515.81525
CRI,1994,6755.165449
CRI,1995,6978.075386
CRI,1996,7015.61813
CRI,1997,7341.788256
CRI,1998,7753.307145
CRI,1999,7981.657199
CRI,2000,8291.67661
CRI,2001,8584.72353
CRI,2002,8850.004163
CRI,2003,9263.365554
CRI,2004,9767.847593
CRI,2005,10296.72627
CRI,2006,11198.8188
CRI,2007,12267.94272
CRI,2008,12903.34952
CRI,2009,12681.51714
CRI,2010,13237.90538
CRI,2011,13964.55171
CRI,2012,14678.37207
CRI,2013,15241.33455
CRI,2014,16227.14274
CRI,2015,17203.36187
CRI,2016,18651.86436
CRI,2017,19769.73812
CRI,2018,20368.53304
CRI,2019,21695.00248
BGR,1995,7724.21041
BGR,1996,6831.981312
BGR,1997,5748.433654
BGR,1998,6177.416986
BGR,1999,5807.80885
BGR,2000,6424.7764
BGR,2001,7046.333183
BGR,2002,7755.008188
BGR,2003,8356.502857
BGR,2004,9117.826459
BGR,2005,10183.8157
BGR,2006,11247.80571
BGR,2007,12604.72879
BGR,2008,14089.64268
BGR,2009,13928.36715
BGR,2010,14605.31942
BGR,2011,15667.29474
BGR,2012,16247.41319
BGR,2013,16588.97537
BGR,2014,17561.41757
BGR,2015,18343.14163
BGR,2016,20019.63863
BGR,2017,21455.57352
BGR,2018,23634.16792
BGR,2019,25312.30127
HRV,1995,7995.711803
HRV,1996,8724.593116
HRV,1997,9467.218837
HRV,1998,9821.563171
HRV,1999,9867.597613
HRV,2000,11007.6896
HRV,2001,11535.38096
HRV,2002,12637.21653
HRV,2003,13542.97381
HRV,2004,14520.74263
HRV,2005,15295.12414
HRV,2006,17413.44298
HRV,2007,19307.4334
HRV,2008,20763.13829
HRV,2009,20004.3447
HRV,2010,19810.2656
HRV,2011,20793.20722
HRV,2012,21161.27599
HRV,2013,21826.80817
HRV,2014,22072.90031
HRV,2015,22981.12897
HRV,2016,24887.75328
HRV,2017,26851.04729
HRV,2018,29433.68365
HRV,2019,31133.09602
CYP,1995,17055.09875
CYP,1996,17277.53987
CYP,1997,17774.79288
CYP,1998,18757.71102
CYP,1999,19662.19172
CYP,2000,21298.59173
CYP,2001,22873.32676
CYP,2002,23556.89901
CYP,2003,24254.77707
CYP,2004,25923.08031
CYP,2005,27763.12126
CYP,2006,29975.11073
CYP,2007,32841.8356
CYP,2008,34830.1703
CYP,2009,33909.80434
CYP,2010,33449.01196
CYP,2011,33313.37916
CYP,2012,31834.58809
CYP,2013,30375.24135
CYP,2014,30042.94438
CYP,2015,31713.69099
CYP,2016,35612.61158
CYP,2017,38020.25675
CYP,2018,41180.05236
CYP,2019,42168.31605
MLT,1995,13857.40746
MLT,1996,14558.23777
MLT,1997,15415.38893
MLT,1998,16079.15092
MLT,1999,16827.93431
MLT,2000,18296.66868
MLT,2001,18416.43646
MLT,2002,19586.42659
MLT,2003,20783.78723
MLT,2004,21343.54312
MLT,2005,22265.71908
MLT,2006,23220.30262
MLT,2007,24886.24939
MLT,2008,26193.19897
MLT,2009,26155.20177
MLT,2010,27834.98334
MLT,2011,28616.69967
MLT,2012,29446.64155
MLT,2013,31097.88141
MLT,2014,33436.71878
MLT,2015,36157.15254
MLT,2016,39033.24036
MLT,2017,41341.00469
MLT,2018,45157.14013
MLT,2019,47312.04818
PER,2007,7984.661964
PER,2008,8782.617152
PER,2009,8846.744897
PER,2010,9586.999943
PER,2011,10289.26122
PER,2012,10545.51065
PER,2013,11039.69821
PER,2014,11254.0655
ROU,1995,5416.727537
ROU,1996,5734.261824
ROU,1997,5564.149722
ROU,1998,5545.213836
ROU,1999,5599.963762
ROU,2000,5852.670844
ROU,2001,6441.072192
ROU,2002,7180.419966
ROU,2003,7552.149645
ROU,2004,8982.767074
ROU,2005,9602.121442
ROU,2006,11541.1774
ROU,2007,13683.47527
ROU,2008,16782.18263
ROU,2009,16644.09991
ROU,2010,16989.27985
ROU,2011,17896.08099
ROU,2012,18867.51323
ROU,2013,19777.02295
ROU,2014,20649.98226
ROU,2015,21598.5583
ROU,2016,24266.28396
ROU,2017,27222.72422
ROU,2018,30167.4867
ROU,2019,33316.1037
MKD,2000,6154.513794
MKD,2001,6052.56115
MKD,2002,6395.178631
MKD,2003,6588.662047
MKD,2004,7166.036894
MKD,2005,7848.897341
MKD,2006,8678.569401
MKD,2007,9339.59213
MKD,2008,10521.88172
MKD,2009,11018.08169
MKD,2010,11369.68999
MKD,2011,11689.8609
MKD,2012,11915.7024
MKD,2013,12727.35049
MKD,2014,13434.84694
MKD,2015,13888.21874
MKD,2016,15137.9674
ZMB,2006,2326.776923
ZMB,2007,2519.070713
ZMB,2008,2692.184321
ZMB,2009,2880.698122
ZMB,2010,3122.942832
ZMB,2011,3267.690265
ZMB,2012,3374.678078
ZMB,2013,3530.244811
ZMB,2014,3489.396586
ZMB,2015,3383.75171
ZMB,2016,3359.029672
ZMB,2017,3414.412499
HKG,1990,18271.86047
HKG,1991,19800.23387
HKG,1992,21332.39645
HKG,1993,22798.97704
HKG,1994,24143.13121
HKG,1995,24738.49621
HKG,1996,25121.62029
HKG,1997,26638.65924
HKG,1998,25140.67053
HKG,1999,25897.57016
HKG,2000,28253.2037
HKG,2001,28822.9229
HKG,2002,29631.47775
HKG,2003,31164.29186
HKG,2004,34515.85486
HKG,2005,38057.86525
HKG,2006,41697.71881
HKG,2007,45197.00174
HKG,2008,46772.5574
HKG,2009,45871.2984
HKG,2010,49186.62197
HKG,2011,52274.50957
HKG,2012,52235.72017
HKG,2013,53691.97105
HKG,2014,54778.38251
HKG,2015,56409.64279
HKG,2016,57221.96915
HKG,2017,59846.81923
HKG,2018,62556.2405
MDG,2007,1571.562292
MDG,2008,1666.984633
MDG,2009,1566.810322
MDG,2010,1551.109609
MDG,2011,1565.877486
MDG,2012,1552.77558
MDG,2013,1556.147235
MDG,2014,1573.788648
MDG,2015,1562.305391
MDG,2016,1624.383829
MDG,2017,1601.521574
MDG,2018,1655.481656
MAR,2007,5657.274524
MAR,2008,6042.899269
MAR,2009,6279.693123
MAR,2010,6525.49337
MAR,2011,6938.287763
MAR,2012,6923.247392
MAR,2013,7143.701966
MAR,2014,6900.513126
MAR,2015,7249.966832
MAR,2016,7312.810289
MAR,2017,7581.215412
MAR,2018,7928.326114
SGP,1990,23853.36859
SGP,1991,25570.90078
SGP,1992,27061.47486
SGP,1993,30113.89106
SGP,1994,33110.83404
SGP,1995,35159.63352
SGP,1996,36937.58865
SGP,1997,39360.42293
SGP,1998,37630.9715
SGP,1999,40033.16727
SGP,2000,43863.19343
SGP,2001,43167.22316
SGP,2002,45151.97367
SGP,2003,48789.20612
SGP,2004,54335.93791
SGP,2005,58755.70266
SGP,2006,63960.87209
SGP,2007,68671.21211
SGP,2008,67630.45745
SGP,2009,66190.39688
SGP,2010,75343.9493
SGP,2011,80047.57357
SGP,2012,82072.27916
SGP,2013,83005.68969
SGP,2014,84408.21652
SGP,2015,86972.56307
SGP,2016,89396.72444
SGP,2017,94945.25089
SGP,2018,101280.4135
